-1.71749E-1	1.10233E+2	1.27437E+2	6.64640E+0	0.00000E+0
-1.61904E-1	1.13054E+2	1.29629E+2	6.68663E+0	1.67987E-2
-1.67374E-1	1.08466E+2	1.27682E+2	6.71703E+0	9.99083E-2
-1.38931E-1	1.09254E+2	1.73366E+2	6.38032E+0	1.16613E-1
-1.82689E-1	1.12392E+2	1.32317E+2	6.67638E+0	1.33423E-1
-1.62998E-1	1.10622E+2	1.28712E+2	6.59966E+0	1.50007E-1
-1.59716E-1	1.07429E+2	1.62433E+2	6.54875E+0	1.66523E-1
-1.69562E-1	1.12240E+2	1.25394E+2	6.92298E+0	1.83410E-1
-1.57528E-1	1.08632E+2	1.27214E+2	6.17649E+0	1.99909E-1
-1.83783E-1	1.10553E+2	1.23164E+2	6.41285E+0	2.33330E-1
-1.65186E-1	1.11480E+2	1.29836E+2	6.44360E+0	2.50038E-1
-1.71749E-1	1.11245E+2	1.35237E+2	6.55326E+0	2.66690E-1
-1.53152E-1	1.09922E+2	1.36756E+2	6.34007E+0	2.99962E-1
-1.67374E-1	1.13060E+2	1.27934E+2	6.67634E+0	3.16771E-1
-1.73937E-1	1.10184E+2	1.28231E+2	6.59196E+0	3.49971E-1
-1.81595E-1	1.13479E+2	1.27666E+2	6.47593E+0	4.00116E-1
-1.47683E-1	1.13562E+2	1.29561E+2	6.29900E+0	4.16782E-1
-1.67374E-1	1.11350E+2	1.28683E+2	6.40067E+0	4.66678E-1
-1.49871E-1	1.06970E+2	1.31550E+2	6.55945E+0	5.16468E-1
-1.62998E-1	1.17119E+2	1.29376E+2	6.51147E+0	5.33604E-1
-1.40025E-1	1.11229E+2	1.28298E+2	6.39860E+0	5.49994E-1
-1.83783E-1	1.09334E+2	1.25758E+2	6.40347E+0	5.66574E-1
-1.60810E-1	1.09002E+2	1.30564E+2	6.44068E+0	5.83223E-1
-1.76125E-1	1.12789E+2	1.23906E+2	6.66974E+0	6.16732E-1
-1.73937E-1	1.10839E+2	1.37074E+2	6.51746E+0	6.49969E-1
-1.73937E-1	1.09277E+2	1.90139E+2	6.72051E+0	6.83226E-1
-1.53152E-1	1.11339E+2	1.26509E+2	6.65168E+0	6.99987E-1
-1.47683E-1	1.08726E+2	2.08543E+2	6.28121E+0	7.49861E-1
-1.66280E-1	1.07453E+2	1.27426E+2	6.54588E+0	7.99796E-1
-1.76125E-1	1.09167E+2	1.32130E+2	6.59970E+0	8.16539E-1
-1.77219E-1	1.11600E+2	1.25192E+2	6.79122E+0	8.83310E-1
-1.60810E-1	1.12704E+2	1.29184E+2	6.56467E+0	9.00027E-1
-1.71749E-1	1.09994E+2	1.32632E+2	6.55182E+0	9.49894E-1
-1.69562E-1	1.08819E+2	1.57732E+2	6.66572E+0	9.66505E-1
-1.55340E-1	1.11373E+2	1.77151E+2	6.57532E+0	1.01662E+0
-1.71749E-1	1.09258E+2	1.24162E+2	6.29041E+0	1.03319E+0
-1.76125E-1	1.11733E+2	1.87864E+2	6.70790E+0	1.04997E+0
-1.72843E-1	1.09503E+2	1.26526E+2	6.39299E+0	1.18318E+0
-1.46589E-1	1.07905E+2	1.27775E+2	6.73693E+0	1.21644E+0
-1.73937E-1	1.11749E+2	1.25250E+2	6.41087E+0	1.24995E+0
-1.72843E-1	1.08402E+2	1.26433E+2	6.59476E+0	1.26646E+0
-1.49871E-1	1.07780E+2	1.41747E+2	6.41789E+0	1.29975E+0
-1.77219E-1	1.13080E+2	1.42836E+2	6.53630E+0	1.31667E+0
-1.62998E-1	1.11725E+2	1.96169E+2	6.69432E+0	1.33327E+0
-1.71749E-1	1.14863E+2	1.26328E+2	6.63492E+0	1.35008E+0
-1.43307E-1	1.06694E+2	2.05677E+2	6.36204E+0	1.36637E+0
-1.84877E-1	1.11399E+2	1.23508E+2	6.64810E+0	1.39992E+0
-1.34555E-1	1.07112E+2	1.32099E+2	6.41235E+0	1.44971E+0
-1.49871E-1	1.08191E+2	1.35707E+2	6.26418E+0	1.48309E+0
-1.69562E-1	1.09775E+2	1.47891E+2	6.67618E+0	1.49983E+0
-1.79407E-1	1.10687E+2	1.25199E+2	6.63003E+0	1.51654E+0
-1.84877E-1	1.10356E+2	1.24095E+2	6.81703E+0	1.54985E+0
-1.59716E-1	1.10452E+2	1.32757E+2	6.58015E+0	1.58319E+0
-1.49871E-1	1.10328E+2	1.27306E+2	6.53620E+0	1.59985E+0
-1.53152E-1	1.09471E+2	1.35315E+2	6.59691E+0	1.63314E+0
-1.48777E-1	1.08641E+2	1.32516E+2	6.14500E+0	1.64976E+0
-1.69562E-1	1.12913E+2	1.29446E+2	6.74649E+0	1.66663E+0
-1.78313E-1	1.08890E+2	1.25575E+2	6.66989E+0	1.68311E+0
-1.56434E-1	1.14165E+2	1.27127E+2	6.61096E+0	1.71668E+0
-1.49871E-1	1.11064E+2	1.33765E+2	6.23652E+0	1.79986E+0
-1.81595E-1	1.11589E+2	1.27206E+2	6.42869E+0	1.84988E+0
-1.57528E-1	1.07469E+2	1.29156E+2	6.38316E+0	1.86636E+0
-1.68468E-1	1.07428E+2	1.27121E+2	6.68862E+0	1.88302E+0
-1.84877E-1	1.12161E+2	1.27132E+2	6.58513E+0	1.91657E+0
-1.46589E-1	1.11498E+2	1.40538E+2	6.69946E+0	1.94987E+0
-1.61904E-1	1.11484E+2	1.28881E+2	6.60151E+0	1.96653E+0
-1.71749E-1	1.08041E+2	1.33613E+2	6.52863E+0	1.99971E+0
-1.71749E-1	1.09488E+2	1.31343E+2	6.42179E+0	2.01644E+0
-1.30179E-1	1.08893E+2	1.37949E+2	6.22140E+0	2.03308E+0
-1.81595E-1	1.09861E+2	1.27894E+2	6.75288E+0	2.04979E+0
-1.75031E-1	1.12308E+2	1.29875E+2	6.73635E+0	2.08323E+0
-1.79407E-1	1.11511E+2	1.21446E+2	6.25601E+0	2.09986E+0
-1.81595E-1	1.09589E+2	1.39611E+2	6.59887E+0	2.13310E+0
-1.55340E-1	1.09354E+2	1.45046E+2	6.64346E+0	2.14976E+0
-1.62998E-1	1.13571E+2	1.28707E+2	6.64367E+0	2.16662E+0
-1.65186E-1	1.10902E+2	1.28433E+2	6.27894E+0	2.18316E+0
-1.66280E-1	1.11396E+2	1.29572E+2	6.63064E+0	2.19985E+0
-2.02380E-1	1.11423E+2	1.31470E+2	6.86921E+0	2.21652E+0
-1.53152E-1	1.10400E+2	1.23168E+2	6.30224E+0	2.26646E+0
-1.75031E-1	1.14212E+2	1.27669E+2	6.54320E+0	2.29997E+0
-1.85971E-1	1.11806E+2	1.91965E+2	6.87931E+0	2.31653E+0
-1.71749E-1	1.12069E+2	1.29611E+2	6.65677E+0	2.33320E+0
-1.85971E-1	1.14198E+2	1.28556E+2	6.56354E+0	2.36664E+0
-1.70655E-1	1.10029E+2	1.83860E+2	6.57353E+0	2.44977E+0
-1.70655E-1	1.10886E+2	1.29162E+2	6.77233E+0	2.46647E+0
-1.76125E-1	1.09573E+2	1.30335E+2	6.58122E+0	2.48308E+0
-1.75031E-1	1.12577E+2	1.34708E+2	6.72517E+0	2.51655E+0
-1.50964E-1	1.10490E+2	1.31699E+2	7.02110E+0	2.56645E+0
-1.73937E-1	1.17046E+2	1.39118E+2	6.50202E+0	2.60009E+0
-1.64092E-1	1.10010E+2	1.87788E+2	6.59380E+0	2.61643E+0
-1.62998E-1	1.06402E+2	1.32803E+2	6.33959E+0	2.64959E+0
-1.61904E-1	1.16673E+2	1.27525E+2	6.48095E+0	2.68340E+0
-1.85971E-1	1.12221E+2	1.25776E+2	6.50778E+0	2.69986E+0
-1.69562E-1	1.10686E+2	1.46230E+2	6.54471E+0	2.73312E+0
-1.67374E-1	1.09539E+2	1.38581E+2	6.37297E+0	2.74973E+0
-1.48777E-1	1.08364E+2	1.31217E+2	6.44423E+0	2.76634E+0
-1.88159E-1	1.08702E+2	1.25755E+2	6.44960E+0	2.81635E+0
-1.52058E-1	1.08122E+2	1.97139E+2	6.39149E+0	2.83300E+0
-1.42213E-1	1.10776E+2	2.17573E+2	6.73507E+0	2.88311E+0
-1.75031E-1	1.11782E+2	1.94310E+2	6.63089E+0	2.91649E+0
-1.69562E-1	1.12681E+2	1.32017E+2	6.64075E+0	2.93319E+0
-1.73937E-1	1.08546E+2	1.24618E+2	6.34592E+0	2.98300E+0
-1.70655E-1	1.08297E+2	1.29954E+2	6.34686E+0	2.99965E+0
-1.78313E-1	1.11834E+2	1.49634E+2	7.02687E+0	3.03315E+0
-1.48777E-1	1.07548E+2	1.31167E+2	6.36803E+0	3.06628E+0
-1.89253E-1	1.09553E+2	1.28127E+2	6.68715E+0	3.08304E+0
-1.83783E-1	1.13445E+2	1.28331E+2	6.69180E+0	3.11655E+0
-1.42213E-1	1.11032E+2	1.30446E+2	6.46323E+0	3.21643E+0
-1.56434E-1	1.08032E+2	1.26380E+2	6.67631E+0	3.23296E+0
-1.45495E-1	1.06870E+2	1.32045E+2	6.00105E+0	3.24957E+0
-1.84877E-1	1.13009E+2	1.28220E+2	6.65009E+0	3.26652E+0
-1.82689E-1	1.10701E+2	1.55198E+2	6.71939E+0	3.31642E+0
-1.76125E-1	1.08033E+2	1.31232E+2	6.30699E+0	3.34962E+0
-1.80501E-1	1.10535E+2	1.33364E+2	6.60725E+0	3.36640E+0
-1.54246E-1	1.07508E+2	1.31362E+2	6.39947E+0	3.38293E+0
-1.68468E-1	1.10549E+2	1.30055E+2	6.56246E+0	3.39973E+0
-1.96910E-1	1.15410E+2	1.31633E+2	6.88400E+0	3.43329E+0
-1.80501E-1	1.13129E+2	1.43225E+2	6.62968E+0	3.44985E+0
-1.70655E-1	1.11498E+2	1.26582E+2	6.62039E+0	3.46644E+0
-1.65186E-1	1.07820E+2	1.30436E+2	6.21278E+0	3.48293E+0
-1.70655E-1	1.08553E+2	1.30479E+2	6.35100E+0	3.49963E+0
-1.60810E-1	1.07526E+2	1.29234E+2	6.01330E+0	3.54958E+0
-1.67374E-1	1.11314E+2	1.43049E+2	6.55604E+0	3.56642E+0
-1.62998E-1	1.13277E+2	1.32820E+2	6.77954E+0	3.58317E+0
-1.75031E-1	1.10553E+2	1.29638E+2	6.57887E+0	3.59971E+0
-1.56434E-1	1.09569E+2	1.42047E+2	6.46757E+0	3.61633E+0
-1.82689E-1	1.12072E+2	1.29673E+2	6.74425E+0	3.63311E+0
-1.66280E-1	1.09251E+2	1.58703E+2	6.53707E+0	3.74965E+0
-1.61904E-1	1.13785E+2	1.30224E+2	6.90859E+0	3.78318E+0
-1.91440E-1	1.12420E+2	1.23919E+2	6.89972E+0	3.79979E+0
-1.54246E-1	1.07844E+2	1.53106E+2	6.42099E+0	3.81624E+0
-1.73937E-1	1.09558E+2	1.27763E+2	6.35307E+0	3.84965E+0
-1.88159E-1	1.12876E+2	1.91347E+2	6.79287E+0	3.88313E+0
-1.68468E-1	1.11410E+2	1.31786E+2	6.52094E+0	3.89973E+0
-1.80501E-1	1.09108E+2	1.30874E+2	6.77260E+0	3.93295E+0
-1.50964E-1	1.08956E+2	1.25000E+2	6.28724E+0	3.98294E+0
-1.59716E-1	1.08485E+2	1.43420E+2	6.91196E+0	3.99958E+0
-1.38931E-1	1.13456E+2	1.36671E+2	6.34066E+0	4.01648E+0
-1.93628E-1	1.14079E+2	1.27272E+2	6.59184E+0	4.04984E+0
-1.68468E-1	1.12198E+2	1.33641E+2	6.63551E+0	4.11641E+0
-1.33461E-1	1.12142E+2	1.30170E+2	6.60098E+0	4.13307E+0
-1.76125E-1	1.12958E+2	1.36185E+2	6.63848E+0	4.14978E+0
-1.82689E-1	1.13152E+2	1.26400E+2	6.64857E+0	4.18312E+0
-1.55340E-1	1.09266E+2	1.35340E+2	6.47407E+0	4.19960E+0
-1.54246E-1	1.09369E+2	1.31281E+2	6.25377E+0	4.21627E+0
-1.65186E-1	1.11705E+2	1.24264E+2	6.45610E+0	4.23304E+0
-1.53152E-1	1.15115E+2	1.26815E+2	6.31518E+0	4.29986E+0
-1.62998E-1	1.10801E+2	1.29427E+2	6.79267E+0	4.31633E+0
-1.32367E-1	1.07013E+2	1.38410E+2	6.15076E+0	4.33282E+0
-1.59716E-1	1.06985E+2	1.31085E+2	6.33397E+0	4.34948E+0
